15.572667,15.393714,37.032614,-48.940400,102.516810,219.020482,-260.899599,
15.572667,-8.354876,12.113542,4.626528,-29.593609,8.399863,12.105906,
15.572667,2.080481,8.690381,2.705934,-73.383792,-60.619029,-74.461037,
15.572667,40.777082,-47.197817,26.851904,250.484702,-312.411174,148.040436,
15.572667,6.913530,13.991061,60.617859,44.853708,116.103135,379.490319,
15.572667,33.771630,38.073802,-22.853145,157.693869,230.261799,-126.783385,
15.572667,-25.079278,48.547108,-26.588007,-156.120752,318.161632,-154.465762,
15.572667,-26.673701,40.294496,-10.121717,-133.585105,196.386833,-72.603030,
15.572667,3.481070,17.637904,-3.742059,-14.302120,39.858283,-21.137380,
15.572667,-0.882643,45.339861,-30.638007,-9.348223,343.304003,-230.327771,
15.572667,49.517376,12.847865,-32.748162,348.503660,100.557759,-241.247616,
15.572667,-50.175521,-25.527166,-53.759863,-317.989042,-165.555644,-336.415463,
15.572667,-2.121344,-3.978335,9.389543,-43.303687,98.602342,13.615865,
15.572667,-19.528277,34.693355,-24.084100,-75.366526,196.027020,-144.722439,
15.572667,-12.613063,16.049396,1.901858,-41.112971,50.424235,-12.354756,
15.572667,-31.089361,28.018455,7.789350,-248.818670,215.670916,60.733213,
15.572667,45.914161,-31.794939,0.625156,244.620798,-187.977413,3.119710,
15.572667,-6.211811,-8.545796,2.259019,-45.349710,29.486815,33.585593,
15.572667,39.148125,44.633046,25.934944,247.485545,255.930222,123.444056,
15.572667,54.370032,48.110849,-9.051287,308.821447,299.244778,-53.136686,
15.572667,-66.670186,18.554202,-8.724258,-373.781496,94.249137,-64.485630,
15.572667,35.911748,-60.695007,29.211159,219.950475,-351.903550,172.714287,
15.572667,-7.125088,21.093132,-70.927748,-56.943966,130.859474,-465.191945,
15.572667,3.950400,-24.801588,-11.644371,32.462205,-47.435623,-37.299884,
15.572667,1.884183,-4.450169,-0.742597,-120.044475,-75.187330,48.844082,
15.572667,-2.499082,-3.095655,6.612526,34.211835,-24.242798,-127.055569,
15.572667,-0.397191,-15.556769,10.774309,-6.052071,-65.428953,35.475582,
15.572667,63.312496,40.388993,12.849318,423.326858,285.647665,97.491621,
15.572667,-2.824397,-21.341947,2.249521,20.606845,-85.678640,5.770217,
15.572667,34.309318,61.717024,-11.062175,205.858968,356.854085,-67.579304,
15.572667,44.476137,-2.548738,44.192589,278.042542,18.995938,280.407734,
15.572667,46.042731,-0.854817,44.049442,271.019923,19.736835,272.063930,
15.572667,6.513613,12.818964,64.060047,36.879016,94.032810,401.069020,
